study_word,test_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
police,,,,0,10,10,12,,,,,16.85948060004739,,16.816167700046208,16.85948060004739,16.85948060004739,17.933402700000443,1.032,1.0713036000379361,,,,,,,,,,,,,,,459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
book,,,,0,11,11,0,,,,,17.976116400037427,,17.933987600030378,17.976116400037427,17.976116400037427,18.80065960000502,1.032,0.8204600000171922,,,,,,,,,,,,,,,459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
case,,,,0,12,12,10,,,,,18.841772500018124,,18.801410600019153,18.841772500018124,18.841772500018124,19.63395730004413,1.032,0.7847088000271469,,,,,,,,,,,,,,,459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
phone,,,,0,13,13,2,,,,,19.675894500047434,,19.634581100021023,19.675894500047434,19.675894500047434,20.566816700040363,1.032,0.8864680000115186,,,,,,,,,,,,,,,459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
chart,,,,0,14,14,6,,,,,20.60878240002785,,20.567444800049998,20.60878240002785,20.60878240002785,21.36734580004122,1.032,0.7525009000091814,,,,,,,,,,,,,,,459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,t_hi_t,tshirt,old,,,,,0,0,0,2,21.42601510003442,,,,,,,,21.383888900047168,21.42601510003442,21.42601510003442,21.42601510003442,0.023478299961425364,25.89702000003308,tshirt,[-0.492],[-0.308],[1],[0],[0],[4.5047406000085175],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_o_rd,board,old,,,,,0,1,1,10,25.92652979999548,,,,,,,,25.89900920004584,25.92652979999548,25.92652979999548,25.92652979999548,0.004919799976050854,30.24601550004445,board,[-0.492],[-0.308],[1],[0],[0],[4.341111499990802],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_oo_,book,old,,,,,0,2,2,13,30.277119000034872,,,,,,,,30.24731480004266,30.277119000034872,30.277119000034872,30.277119000034872,0.004821899987291545,34.1128210000461,book,[-0.132],[-0.268],[1],[0],[0],[3.8598715000553057],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,v_s_,vase,new,,,,,0,3,3,17,34.143565400037915,,,,,,,,34.11403850000352,34.143565400037915,34.143565400037915,34.143565400037915,0.008187500003259629,36.54602609999711,vase,[0.088],[-0.114],[1],[0],[0],[2.4230589999933727],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,bo_t_e,bottle,new,,,,,0,4,4,18,36.57619880000129,,,,,,,,36.54743330000201,36.57619880000129,36.57619880000129,36.57619880000129,0.005417400039732456,40.09551680000732,bottle,[0.088],[-0.114],[1],[0],[0],[3.5419161000172608],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_a_bl_,marble,old,,,,,0,5,5,11,40.12606430001324,,,,,,,,40.096832200011704,40.12606430001324,40.12606430001324,40.12606430001324,0.004892700002528727,43.196235300041735,marble,[0.088],[-0.114],[1],[0],[0],[3.09347359999083],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,c_s_,case,old,,,,,0,6,6,5,43.226089900010265,,,,,,,,43.19743650004966,43.226089900010265,43.226089900010265,43.226089900010265,0.004722899990156293,47.628154700039886,case,[0.056],[-0.236],[1],[0],[0],[4.42518200003542],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_ho_e,phone,old,,,,,0,7,7,12,47.65927230002126,,,,,,,,47.629578299995046,47.65927230002126,47.65927230002126,47.65927230002126,0.005914999986998737,56.947102100006305,phone,[0.178],[-0.198],[1],[0],[0],[9.310733999998774],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,c_m_ra,camera,new,,,,,0,8,8,19,56.97625830001198,,,,,,,,56.94836530002067,56.97625830001198,56.97625830001198,56.97625830001198,0.00469680002424866,60.4140594000346,camera,[0.178],[-0.198],[1],[0],[0],[3.460185599979013],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,l_pt_p,laptop,old,,,,,0,9,9,0,60.442356000014115,,,,,,,,60.41545280005084,60.442356000014115,60.442356000014115,60.442356000014115,0.005836199969053268,64.44696290005231,laptop,[0.066],[-0.266],[1],[0],[0],[4.0247961999848485],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,ta_l_,table,new,,,,,0,10,10,15,64.47755870001856,,,,,,,,64.44836710003437,64.47755870001856,64.47755870001856,64.47755870001856,0.0047651000204496086,73.57884450000711,tails,[0.066],[-0.266],[1],[0],[0],[9.12507639999967],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,p_st_y,pastry,old,,,,,0,11,11,4,73.60933450004086,,,,,,,,73.57967850001296,73.60933450004086,73.60933450004086,73.60933450004086,0.004920700041111559,80.77751640003407,pastry,[0.066],[-0.266],[1],[0],[0],[7.192006399971433],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,c_s_io_,cushion,old,,,,,0,12,12,14,80.80911240004934,,,,,,,,80.77884830004768,80.80911240004934,80.80911240004934,80.80911240004934,0.0058160999906249344,85.02965580002638,cushion,[0.066],[-0.266],[1],[0],[0],[4.244051300047431],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_ru_s_,cruise,old,,,,,0,13,13,6,85.05963000003248,,,,,,,,85.03094980004244,85.05963000003248,85.05963000003248,85.05963000003248,0.005024300015065819,92.64612550003221,cruise,[0.066],[-0.266],[1],[0],[0],[7.6091522999922745],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,p_nc_l,pencil,new,,,,,0,14,14,16,92.6764216000447,,,,,,,,92.6473291000002,92.6764216000447,92.6764216000447,92.6764216000447,0.004620500025339425,98.19618810003158,pencil,[0.066],[-0.266],[1],[0],[0],[5.543288799992297],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,p_li_c,police,old,,,,,0,15,15,7,98.22595740004908,,,,,,,,98.19740780000575,98.22595740004908,98.22595740004908,98.22595740004908,0.004757200018502772,102.31356930005131,police,[0.066],[-0.266],[1],[0],[0],[4.110608100017998],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_ou_se,mouse,old,,,,,0,16,16,3,102.3425666000112,,,,,,,,102.3149134000414,102.3425666000112,102.3425666000112,102.3425666000112,0.0058055000263266265,108.0958976999973,mousse,[0.066],[-0.266],[1],[0],[0],[5.774151500023436],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,k_y_,keys,old,,,,,0,17,17,8,108.12630020000506,,,,,,,,108.09737410000525,108.12630020000506,108.12630020000506,108.12630020000506,0.004771400010213256,112.21409520000452,keys,[0.066],[-0.266],[1],[0],[0],[4.111083899973892],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,_ha_t,chart,old,,,,,0,18,18,1,112.24292740004603,,,,,,,,112.21534120000433,112.24292740004603,112.24292740004603,112.24292740004603,0.004710200009867549,121.11414520000108,chart,[0.066],[-0.266],[1],[0],[0],[8.893206400040071],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
,p_st_r,poster,old,,,,,0,19,19,9,121.14268320001429,,,,,,,,121.1155102000339,121.14268320001429,121.14268320001429,121.14268320001429,0.0054348999983631074,123.92791410000063,poster,[0.066],[-0.266],[1],[0],[0],[2.806455400015693],[],459175,001,2024-11-03_18h29.32.417,word priming,2024.1.5,None,2024-11-03 18h29.35.708430 +0530,
